#Energy  d
-16.12810000 0
-16.12010000 0
-16.11210000 0
-16.10410000 0
-16.09610000 0
-16.08810000 0
-16.08010000 0
-16.07210000 0
-16.06410000 0
-16.05610000 0
-16.04810000 0
-16.04010000 0
-16.03210000 0
-16.02410000 0
-16.01610000 0
-16.00810000 0
-16.00010000 0
-15.99210000 0
-15.98410000 0
-15.97610000 0
-15.96810000 0
-15.96010000 0
-15.95210000 0
-15.94410000 0
-15.93610000 0
-15.92810000 0
-15.92010000 0
-15.91210000 0
-15.90410000 0
-15.89610000 0
-15.88810000 0
-15.88010000 0
-15.87210000 0
-15.86410000 0
-15.85610000 0
-15.84810000 0
-15.84010000 0
-15.83210000 0
-15.82410000 0
-15.81610000 0
-15.80810000 0
-15.80010000 0
-15.79210000 0
-15.78410000 0
-15.77610000 0
-15.76810000 0
-15.76010000 0
-15.75210000 0
-15.74410000 0
-15.73610000 0
-15.72810000 0
-15.72010000 0
-15.71210000 0
-15.70410000 0
-15.69610000 0
-15.68810000 0
-15.68010000 0
-15.67210000 0
-15.66410000 0
-15.65610000 0
-15.64810000 0
-15.64010000 0
-15.63210000 0
-15.62410000 0
-15.61610000 0
-15.60810000 0
-15.60010000 0
-15.59210000 0
-15.58410000 0
-15.57610000 0
-15.56810000 0
-15.56010000 0
-15.55210000 0
-15.54410000 0
-15.53610000 0
-15.52810000 0
-15.52010000 0
-15.51210000 0
-15.50410000 0
-15.49610000 0
-15.48810000 0
-15.48010000 0
-15.47210000 0
-15.46410000 0
-15.45610000 0
-15.44810000 0
-15.44010000 0
-15.43210000 0
-15.42410000 0
-15.41610000 0
-15.40810000 0
-15.40010000 0
-15.39210000 0
-15.38410000 0
-15.37610000 0
-15.36810000 0
-15.36010000 0
-15.35210000 0
-15.34410000 0
-15.33610000 0
-15.32810000 0
-15.32010000 0
-15.31210000 0
-15.30410000 0
-15.29610000 0
-15.28810000 0
-15.28010000 0
-15.27210000 0
-15.26410000 0
-15.25610000 0
-15.24810000 0
-15.24010000 0
-15.23210000 0
-15.22410000 0
-15.21610000 0
-15.20810000 0
-15.20010000 0
-15.19210000 0
-15.18410000 0
-15.17610000 0
-15.16810000 0
-15.16010000 0
-15.15210000 0
-15.14410000 0
-15.13610000 0
-15.12810000 0
-15.12010000 0
-15.11210000 0
-15.10410000 0
-15.09610000 0
-15.08810000 0
-15.08010000 0
-15.07210000 0
-15.06410000 0
-15.05610000 0
-15.04810000 0
-15.04010000 0
-15.03210000 0
-15.02410000 0
-15.01610000 0
-15.00810000 0
-15.00010000 0
-14.99210000 0
-14.98410000 0
-14.97610000 0
-14.96810000 0
-14.96010000 0
-14.95210000 0
-14.94410000 0
-14.93610000 0
-14.92810000 0
-14.92010000 0
-14.91210000 0
-14.90410000 0
-14.89610000 0
-14.88810000 0
-14.88010000 0
-14.87210000 0
-14.86410000 0
-14.85610000 0
-14.84810000 0
-14.84010000 0
-14.83210000 0
-14.82410000 0
-14.81610000 0
-14.80810000 0
-14.80010000 0
-14.79210000 0
-14.78410000 0
-14.77610000 0
-14.76810000 0
-14.76010000 0
-14.75210000 0
-14.74410000 0
-14.73610000 0
-14.72810000 0
-14.72010000 0
-14.71210000 0
-14.70410000 0
-14.69610000 0
-14.68810000 0
-14.68010000 0
-14.67210000 0
-14.66410000 0
-14.65610000 0
-14.64810000 0
-14.64010000 0
-14.63210000 0
-14.62410000 0
-14.61610000 0
-14.60810000 0
-14.60010000 0
-14.59210000 0
-14.58410000 0
-14.57610000 0
-14.56810000 0
-14.56010000 0
-14.55210000 0
-14.54410000 0
-14.53610000 0
-14.52810000 0
-14.52010000 0
-14.51210000 0
-14.50410000 0
-14.49610000 0
-14.48810000 0
-14.48010000 0
-14.47210000 0
-14.46410000 0
-14.45610000 0
-14.44810000 0
-14.44010000 0
-14.43210000 0
-14.42410000 0
-14.41610000 0
-14.40810000 0
-14.40010000 0
-14.39210000 0
-14.38410000 0
-14.37610000 0
-14.36810000 0
-14.36010000 0
-14.35210000 0
-14.34410000 0
-14.33610000 0
-14.32810000 0
-14.32010000 0
-14.31210000 0
-14.30410000 0
-14.29610000 0
-14.28810000 0
-14.28010000 0
-14.27210000 0
-14.26410000 0
-14.25610000 0
-14.24810000 0
-14.24010000 0
-14.23210000 0
-14.22410000 0
-14.21610000 0
-14.20810000 0
-14.20010000 0
-14.19210000 0
-14.18410000 0
-14.17610000 0
-14.16810000 0
-14.16010000 0
-14.15210000 0
-14.14410000 0
-14.13610000 0
-14.12810000 0
-14.12010000 0
-14.11210000 0
-14.10410000 0
-14.09610000 0
-14.08810000 0
-14.08010000 0
-14.07210000 0
-14.06410000 0
-14.05610000 0
-14.04810000 0
-14.04010000 0
-14.03210000 0
-14.02410000 0
-14.01610000 0
-14.00810000 0
-14.00010000 0
-13.99210000 0
-13.98410000 0
-13.97610000 0
-13.96810000 0
-13.96010000 0
-13.95210000 0
-13.94410000 0
-13.93610000 0
-13.92810000 0
-13.92010000 0
-13.91210000 0
-13.90410000 0
-13.89610000 0
-13.88810000 0
-13.88010000 0
-13.87210000 0
-13.86410000 0
-13.85610000 0
-13.84810000 0
-13.84010000 0
-13.83210000 0
-13.82410000 0
-13.81610000 0
-13.80810000 0
-13.80010000 0
-13.79210000 0
-13.78410000 0
-13.77610000 0
-13.76810000 0
-13.76010000 0
-13.75210000 0
-13.74410000 0
-13.73610000 0
-13.72810000 0
-13.72010000 0
-13.71210000 0
-13.70410000 0
-13.69610000 0
-13.68810000 0
-13.68010000 0
-13.67210000 0
-13.66410000 0
-13.65610000 0
-13.64810000 0
-13.64010000 0
-13.63210000 0
-13.62410000 0
-13.61610000 0
-13.60810000 0
-13.60010000 0
-13.59210000 0
-13.58410000 0
-13.57610000 0
-13.56810000 0
-13.56010000 0
-13.55210000 0
-13.54410000 0
-13.53610000 0
-13.52810000 0
-13.52010000 0
-13.51210000 0
-13.50410000 0
-13.49610000 0
-13.48810000 0
-13.48010000 0
-13.47210000 0
-13.46410000 0
-13.45610000 0
-13.44810000 0
-13.44010000 0
-13.43210000 0
-13.42410000 0
-13.41610000 0
-13.40810000 0
-13.40010000 0
-13.39210000 0
-13.38410000 0
-13.37610000 0
-13.36810000 0
-13.36010000 0
-13.35210000 0
-13.34410000 0
-13.33610000 0
-13.32810000 0
-13.32010000 0
-13.31210000 0
-13.30410000 0
-13.29610000 0
-13.28810000 0
-13.28010000 0
-13.27210000 0
-13.26410000 0
-13.25610000 0
-13.24810000 0
-13.24010000 0
-13.23210000 0
-13.22410000 0
-13.21610000 0
-13.20810000 0
-13.20010000 0
-13.19210000 0
-13.18410000 0
-13.17610000 0
-13.16810000 0
-13.16010000 0
-13.15210000 0
-13.14410000 0
-13.13610000 0
-13.12810000 0
-13.12010000 0
-13.11210000 0
-13.10410000 0
-13.09610000 0
-13.08810000 0
-13.08010000 0
-13.07210000 0
-13.06410000 0
-13.05610000 0
-13.04810000 0
-13.04010000 0
-13.03210000 0
-13.02410000 0
-13.01610000 0
-13.00810000 0
-13.00010000 0
-12.99210000 0
-12.98410000 0
-12.97610000 0
-12.96810000 0
-12.96010000 0
-12.95210000 0
-12.94410000 0
-12.93610000 0
-12.92810000 0
-12.92010000 0
-12.91210000 0
-12.90410000 0
-12.89610000 0
-12.88810000 0
-12.88010000 0
-12.87210000 0
-12.86410000 0
-12.85610000 0
-12.84810000 0
-12.84010000 0
-12.83210000 0
-12.82410000 0
-12.81610000 0
-12.80810000 0
-12.80010000 0
-12.79210000 0
-12.78410000 0
-12.77610000 0
-12.76810000 0
-12.76010000 0
-12.75210000 0
-12.74410000 0
-12.73610000 0
-12.72810000 0
-12.72010000 0
-12.71210000 0
-12.70410000 0
-12.69610000 0
-12.68810000 0
-12.68010000 0
-12.67210000 0
-12.66410000 0
-12.65610000 0
-12.64810000 0
-12.64010000 0
-12.63210000 0
-12.62410000 0
-12.61610000 0
-12.60810000 0
-12.60010000 0
-12.59210000 0
-12.58410000 0
-12.57610000 0
-12.56810000 0
-12.56010000 0
-12.55210000 0
-12.54410000 0
-12.53610000 0
-12.52810000 0
-12.52010000 0
-12.51210000 0
-12.50410000 0
-12.49610000 0
-12.48810000 0
-12.48010000 0
-12.47210000 0
-12.46410000 0
-12.45610000 0
-12.44810000 0
-12.44010000 0
-12.43210000 0
-12.42410000 0
-12.41610000 0
-12.40810000 0
-12.40010000 0
-12.39210000 0
-12.38410000 0
-12.37610000 0
-12.36810000 0
-12.36010000 0
-12.35210000 0
-12.34410000 0
-12.33610000 0
-12.32810000 0
-12.32010000 0
-12.31210000 0
-12.30410000 0
-12.29610000 0
-12.28810000 0
-12.28010000 0
-12.27210000 0
-12.26410000 0
-12.25610000 0
-12.24810000 0
-12.24010000 0
-12.23210000 0
-12.22410000 0
-12.21610000 0
-12.20810000 0
-12.20010000 0
-12.19210000 0
-12.18410000 0
-12.17610000 0
-12.16810000 0
-12.16010000 0
-12.15210000 0
-12.14410000 0
-12.13610000 0
-12.12810000 0
-12.12010000 0
-12.11210000 0
-12.10410000 0
-12.09610000 0
-12.08810000 0
-12.08010000 0
-12.07210000 0
-12.06410000 0
-12.05610000 0
-12.04810000 0
-12.04010000 0
-12.03210000 0
-12.02410000 0
-12.01610000 0
-12.00810000 0
-12.00010000 0
-11.99210000 0
-11.98410000 0
-11.97610000 0
-11.96810000 0
-11.95910000 0
-11.95110000 0
-11.94310000 0
-11.93510000 0
-11.92710000 0
-11.91910000 0
-11.91110000 0
-11.90310000 0
-11.89510000 0
-11.88710000 0
-11.87910000 0
-11.87110000 0
-11.86310000 0
-11.85510000 0
-11.84710000 0
-11.83910000 0
-11.83110000 0
-11.82310000 0
-11.81510000 0
-11.80710000 0
-11.79910000 0
-11.79110000 0
-11.78310000 0
-11.77510000 0
-11.76710000 0
-11.75910000 0
-11.75110000 0
-11.74310000 0
-11.73510000 0
-11.72710000 0
-11.71910000 0
-11.71110000 0
-11.70310000 0
-11.69510000 0
-11.68710000 0
-11.67910000 0
-11.67110000 0
-11.66310000 0
-11.65510000 0
-11.64710000 0
-11.63910000 0
-11.63110000 0
-11.62310000 0
-11.61510000 0
-11.60710000 0
-11.59910000 0
-11.59110000 0
-11.58310000 0
-11.57510000 0
-11.56710000 0
-11.55910000 0
-11.55110000 0
-11.54310000 0
-11.53510000 0
-11.52710000 0
-11.51910000 0
-11.51110000 0
-11.50310000 0
-11.49510000 0
-11.48710000 0
-11.47910000 0
-11.47110000 0
-11.46310000 0
-11.45510000 0
-11.44710000 0
-11.43910000 0
-11.43110000 0
-11.42310000 0
-11.41510000 0
-11.40710000 0
-11.39910000 0
-11.39110000 0
-11.38310000 0
-11.37510000 0
-11.36710000 0
-11.35910000 0
-11.35110000 0
-11.34310000 0
-11.33510000 0
-11.32710000 0
-11.31910000 0
-11.31110000 0
-11.30310000 0
-11.29510000 0
-11.28710000 0
-11.27910000 0
-11.27110000 0
-11.26310000 0
-11.25510000 0
-11.24710000 0
-11.23910000 0
-11.23110000 0
-11.22310000 0
-11.21510000 0
-11.20710000 0
-11.19910000 0
-11.19110000 0
-11.18310000 0
-11.17510000 0
-11.16710000 0
-11.15910000 0
-11.15110000 0
-11.14310000 0
-11.13510000 0
-11.12710000 0
-11.11910000 0
-11.11110000 0
-11.10310000 0
-11.09510000 0
-11.08710000 0
-11.07910000 0
-11.07110000 0
-11.06310000 0
-11.05510000 0
-11.04710000 0
-11.03910000 0
-11.03110000 0
-11.02310000 0
-11.01510000 0
-11.00710000 0
-10.99910000 0
-10.99110000 0
-10.98310000 0
-10.97510000 0
-10.96710000 0
-10.95910000 0
-10.95110000 0
-10.94310000 0
-10.93510000 0
-10.92710000 0
-10.91910000 0
-10.91110000 0
-10.90310000 0
-10.89510000 0
-10.88710000 0
-10.87910000 0
-10.87110000 0
-10.86310000 0
-10.85510000 0
-10.84710000 0
-10.83910000 0
-10.83110000 0
-10.82310000 0
-10.81510000 0
-10.80710000 0
-10.79910000 0
-10.79110000 0
-10.78310000 0
-10.77510000 0
-10.76710000 0
-10.75910000 0
-10.75110000 0
-10.74310000 0
-10.73510000 0
-10.72710000 0
-10.71910000 0
-10.71110000 0
-10.70310000 0
-10.69510000 0
-10.68710000 0
-10.67910000 0
-10.67110000 0
-10.66310000 0
-10.65510000 0
-10.64710000 0
-10.63910000 0
-10.63110000 0
-10.62310000 0
-10.61510000 0
-10.60710000 0
-10.59910000 0
-10.59110000 0
-10.58310000 0
-10.57510000 0
-10.56710000 0
-10.55910000 0
-10.55110000 0
-10.54310000 0
-10.53510000 0
-10.52710000 0
-10.51910000 0
-10.51110000 0
-10.50310000 0
-10.49510000 0
-10.48710000 0
-10.47910000 0
-10.47110000 0
-10.46310000 0
-10.45510000 0
-10.44710000 0
-10.43910000 0
-10.43110000 0
-10.42310000 0
-10.41510000 0
-10.40710000 0
-10.39910000 0
-10.39110000 0
-10.38310000 0
-10.37510000 0
-10.36710000 0
-10.35910000 0
-10.35110000 0
-10.34310000 0
-10.33510000 0
-10.32710000 0
-10.31910000 0
-10.31110000 0
-10.30310000 0
-10.29510000 0
-10.28710000 0
-10.27910000 0
-10.27110000 0
-10.26310000 0
-10.25510000 0
-10.24710000 0
-10.23910000 0
-10.23110000 0
-10.22310000 0
-10.21510000 0
-10.20710000 0
-10.19910000 0
-10.19110000 0
-10.18310000 0
-10.17510000 0
-10.16710000 0
-10.15910000 0
-10.15110000 0
-10.14310000 0
-10.13510000 0
-10.12710000 0
-10.11910000 0
-10.11110000 0
-10.10310000 0
-10.09510000 0
-10.08710000 0
-10.07910000 0
-10.07110000 0
-10.06310000 0
-10.05510000 0
-10.04710000 0
-10.03910000 0
-10.03110000 0
-10.02310000 0
-10.01510000 0
-10.00710000 0
-9.99910000 0
-9.99110000 0
-9.98310000 0
-9.97510000 0
-9.96710000 0
-9.95910000 0
-9.95110000 0
-9.94310000 0
-9.93510000 0
-9.92710000 0
-9.91910000 0
-9.91110000 0
-9.90310000 0
-9.89510000 0
-9.88710000 0
-9.87910000 0
-9.87110000 0
-9.86310000 0
-9.85510000 0
-9.84710000 0
-9.83910000 0
-9.83110000 0
-9.82310000 0
-9.81510000 0
-9.80710000 0
-9.79910000 0
-9.79110000 0
-9.78310000 0
-9.77510000 0
-9.76710000 0
-9.75910000 0
-9.75110000 0
-9.74310000 0
-9.73510000 0
-9.72710000 0
-9.71910000 0
-9.71110000 0
-9.70310000 0
-9.69510000 0
-9.68710000 0
-9.67910000 0
-9.67110000 0
-9.66310000 0
-9.65510000 0
-9.64710000 0
-9.63910000 0
-9.63110000 0
-9.62310000 0
-9.61510000 0
-9.60710000 0
-9.59910000 0
-9.59110000 0
-9.58310000 0
-9.57510000 0
-9.56710000 0
-9.55910000 0
-9.55110000 0
-9.54310000 0
-9.53510000 0
-9.52710000 0
-9.51910000 0
-9.51110000 0
-9.50310000 0
-9.49510000 0
-9.48710000 0
-9.47910000 0
-9.47110000 0
-9.46310000 0
-9.45510000 0
-9.44710000 0
-9.43910000 0
-9.43110000 0
-9.42310000 0
-9.41510000 0
-9.40710000 0
-9.39910000 0
-9.39110000 0
-9.38310000 0
-9.37510000 0
-9.36710000 0
-9.35910000 0
-9.35110000 0
-9.34310000 0
-9.33510000 0
-9.32710000 0
-9.31910000 0
-9.31110000 0
-9.30310000 0
-9.29510000 0
-9.28710000 0
-9.27910000 0
-9.27110000 0
-9.26310000 0
-9.25510000 0
-9.24710000 0
-9.23910000 0
-9.23110000 0
-9.22310000 0
-9.21510000 0
-9.20710000 0
-9.19910000 0
-9.19110000 0
-9.18310000 0
-9.17510000 0
-9.16710000 0
-9.15910000 0
-9.15110000 0
-9.14310000 0
-9.13510000 0
-9.12710000 0
-9.11910000 0
-9.11110000 0
-9.10310000 0
-9.09510000 0
-9.08710000 0
-9.07910000 0
-9.07110000 0
-9.06310000 0
-9.05510000 0
-9.04710000 0
-9.03910000 0
-9.03110000 0
-9.02310000 0
-9.01510000 0
-9.00710000 0
-8.99910000 0
-8.99110000 0
-8.98310000 0
-8.97510000 0
-8.96710000 0
-8.95910000 0
-8.95110000 0
-8.94310000 0
-8.93510000 2e-08
-8.92710000 2e-08
-8.91910000 2e-08
-8.91110000 2e-08
-8.90310000 2e-08
-8.89510000 4e-08
-8.88710000 4e-08
-8.87910000 6e-08
-8.87110000 6e-08
-8.86310000 8e-08
-8.85510000 1e-07
-8.84710000 1e-07
-8.83910000 1.4e-07
-8.83110000 1.6e-07
-8.82310000 1.9e-07
-8.81510000 2.3e-07
-8.80710000 2.7e-07
-8.79910000 3.1e-07
-8.79110000 3.5e-07
-8.78310000 3.9e-07
-8.77510000 4.6e-07
-8.76710000 5.3e-07
-8.75910000 5.9e-07
-8.75110000 6.7e-07
-8.74310000 7.3e-07
-8.73510000 8.1e-07
-8.72710000 8.8e-07
-8.71910000 9.4e-07
-8.71110000 1e-06
-8.70310000 1.06e-06
-8.69510000 1.1e-06
-8.68710000 1.14e-06
-8.67910000 1.14e-06
-8.67110000 1.12e-06
-8.66310000 1.08e-06
-8.65510000 9.8e-07
-8.64710000 8.6e-07
-8.63910000 6.7e-07
-8.63110000 4.4e-07
-8.62310000 1.3e-07
-8.61510000 -2.2e-07
-8.60710000 -6.6e-07
-8.59910000 -1.17e-06
-8.59110000 -1.76e-06
-8.58310000 -2.4e-06
-8.57510000 -3.12e-06
-8.56710000 -3.9e-06
-8.55910000 -4.72e-06
-8.55110000 -5.57e-06
-8.54310000 -6.43e-06
-8.53510000 -7.3e-06
-8.52710000 -8.12e-06
-8.51910000 -8.85e-06
-8.51110000 -9.49e-06
-8.50310000 -9.98e-06
-8.49510000 -1.027e-05
-8.48710000 -1.03e-05
-8.47910000 -1.005e-05
-8.47110000 -9.44e-06
-8.46310000 -8.44e-06
-8.45510000 -6.98e-06
-8.44710000 -5.02e-06
-8.43910000 -2.52e-06
-8.43110000 5.4e-07
-8.42310000 4.18e-06
-8.41510000 8.45e-06
-8.40710000 1.33e-05
-8.39910000 1.875e-05
-8.39110000 2.474e-05
-8.38310000 3.12e-05
-8.37510000 3.81e-05
-8.36710000 4.53e-05
-8.35910000 5.272e-05
-8.35110000 6.019e-05
-8.34310000 6.758e-05
-8.33510000 7.469e-05
-8.32710000 8.138e-05
-8.31910000 8.743e-05
-8.31110000 9.264e-05
-8.30310000 9.683e-05
-8.29510000 9.982e-05
-8.28710000 0.00010142
-8.27910000 0.00010146
-8.27110000 9.988e-05
-8.26310000 9.653e-05
-8.25510000 9.141e-05
-8.24710000 8.454e-05
-8.23910000 7.597e-05
-8.23110000 6.585e-05
-8.22310000 5.438e-05
-8.21510000 4.186e-05
-8.20710000 2.865e-05
-8.19910000 1.515e-05
-8.19110000 1.89e-06
-8.18310000 -1.055e-05
-8.17510000 -2.158e-05
-8.16710000 -3.048e-05
-8.15910000 -3.658e-05
-8.15110000 -3.91e-05
-8.14310000 -3.734e-05
-8.13510000 -3.052e-05
-8.12710000 -1.799e-05
-8.11910000 9.4e-07
-8.11110000 2.679e-05
-8.10310000 6.004e-05
-8.09510000 0.00010106
-8.08710000 0.00015006
-8.07910000 0.00020708
-8.07110000 0.00027212
-8.06310000 0.00034452
-8.05510000 0.00042428
-8.04710000 0.00051071
-8.03910000 0.00060256
-8.03110000 0.00069913
-8.02310000 0.00079912
-8.01510000 0.00090143
-8.00710000 0.00100414
-7.99910000 0.00110631
-7.99110000 0.00120582
-7.98310000 0.00130133
-7.97510000 0.00139131
-7.96710000 0.00147386
-7.95910000 0.00154783
-7.95110000 0.00161174
-7.94310000 0.00166451
-7.93510000 0.00170505
-7.92710000 0.00173292
-7.91910000 0.00174731
-7.91110000 0.00174842
-7.90310000 0.00173606
-7.89510000 0.00171072
-7.88710000 0.00167305
-7.87910000 0.00162397
-7.87110000 0.0015648
-7.86310000 0.00149711
-7.85510000 0.00142264
-7.84710000 0.00134278
-7.83910000 0.00125993
-7.83110000 0.00117567
-7.82310000 0.00109259
-7.81510000 0.00101226
-7.80710000 0.00093668
-7.79910000 0.00086778
-7.79110000 0.00080712
-7.78310000 0.00075597
-7.77510000 0.00071522
-7.76710000 0.00068611
-7.75910000 0.00066902
-7.75110000 0.00066375
-7.74310000 0.00067039
-7.73510000 0.00068846
-7.72710000 0.00071699
-7.71910000 0.0007546
-7.71110000 0.00080029
-7.70310000 0.00085202
