#Energy  d
-7.69510000 0.00090815
-7.68710000 0.00096665
-7.67910000 0.00102536
-7.67110000 0.00108238
-7.66310000 0.00113571
-7.65510000 0.00118329
-7.64710000 0.00122378
-7.63910000 0.00125566
-7.63110000 0.00127747
-7.62310000 0.00128894
-7.61510000 0.0012893
-7.60710000 0.00127886
-7.59910000 0.00125774
-7.59110000 0.00122722
-7.58310000 0.00118822
-7.57510000 0.00114282
-7.56710000 0.00109298
-7.55910000 0.00104116
-7.55110000 0.00099017
-7.54310000 0.00094269
-7.53510000 0.00090215
-7.52710000 0.00087135
-7.51910000 0.00085356
-7.51110000 0.00085144
-7.50310000 0.00086777
-7.49510000 0.00090494
-7.48710000 0.0009648
-7.47910000 0.00104876
-7.47110000 0.0011577
-7.46310000 0.00129183
-7.45510000 0.00145069
-7.44710000 0.00163334
-7.43910000 0.00183786
-7.43110000 0.00206186
-7.42310000 0.00230231
-7.41510000 0.00255482
-7.40710000 0.00281688
-7.39910000 0.00308339
-7.39110000 0.00334919
-7.38310000 0.00360925
-7.37510000 0.00385852
-7.36710000 0.00409185
-7.35910000 0.00430631
-7.35110000 0.00449496
-7.34310000 0.00465682
-7.33510000 0.00478728
-7.32710000 0.00488381
-7.31910000 0.00494408
-7.31110000 0.00496961
-7.30310000 0.00496066
-7.29510000 0.00491534
-7.28710000 0.00484021
-7.27910000 0.00473375
-7.27110000 0.0046028
-7.26310000 0.00445255
-7.25510000 0.00428801
-7.24710000 0.00411263
-7.23910000 0.00393388
-7.23110000 0.00376117
-7.22310000 0.00359607
-7.21510000 0.0034482
-7.20710000 0.00332114
-7.19910000 0.00322225
-7.19110000 0.00315486
-7.18310000 0.00312224
-7.17510000 0.00312932
-7.16710000 0.00317484
-7.15910000 0.00326339
-7.15110000 0.0033894
-7.14310000 0.0035565
-7.13510000 0.0037588
-7.12710000 0.0039937
-7.11910000 0.0042581
-7.11110000 0.0045432
-7.10310000 0.0048436
-7.09510000 0.0051518
-7.08710000 0.0054641
-7.07910000 0.0057707
-7.07110000 0.0060635
-7.06310000 0.0063367
-7.05510000 0.006582
-7.04710000 0.0067938
-7.03910000 0.006968
-7.03110000 0.0070987
-7.02310000 0.0071806
-7.01510000 0.0072139
-7.00710000 0.0071937
-6.99910000 0.0071192
-6.99110000 0.0069934
-6.98310000 0.0068162
-6.97510000 0.0065916
-6.96710000 0.0063198
-6.95810000 0.0060055
-6.95010000 0.0056553
-6.94210000 0.0052727
-6.93410000 0.004865
-6.92610000 0.0044378
-6.91810000 0.003997
-6.91010000 0.0035466
-6.90210000 0.0030947
-6.89410000 0.0026484
-6.88610000 0.00221058
-6.87810000 0.00178692
-6.87010000 0.00138219
-6.86210000 0.00100009
-6.85410000 0.00064399
-6.84610000 0.0003169
-6.83810000 2.077e-05
-6.83010000 -0.00024241
-6.82210000 -0.00047167
-6.81410000 -0.00066627
-6.80610000 -0.00082541
-6.79810000 -0.00094904
-6.79010000 -0.00103746
-6.78210000 -0.00109034
-6.77410000 -0.00110815
-6.76610000 -0.001091
-6.75810000 -0.0010385
-6.75010000 -0.000951
-6.74210000 -0.0008279
-6.73410000 -0.0006673
-6.72610000 -0.0004699
-6.71810000 -0.0002337
-6.71010000 4.27e-05
-6.70210000 0.0003604
-6.69410000 0.0007236
-6.68610000 0.0011315
-6.67810000 0.00158756
-6.67010000 0.0020935
-6.66210000 0.00265042
-6.65410000 0.0032591
-6.64610000 0.00392197
-6.63810000 0.00463822
-6.63010000 0.00540695
-6.62210000 0.00622685
-6.61410000 0.00709485
-6.60610000 0.0080095
-6.59810000 0.0089638
-6.59010000 0.0099535
-6.58210000 0.0109714
-6.57410000 0.0120119
-6.56610000 0.0130634
-6.55810000 0.0141173
-6.55010000 0.0151637
-6.54210000 0.0161928
-6.53410000 0.0171936
-6.52610000 0.0181532
-6.51810000 0.0190647
-6.51010000 0.019912
-6.50210000 0.020691
-6.49410000 0.02139
-6.48610000 0.022003
-6.47810000 0.022523
-6.47010000 0.022948
-6.46210000 0.023272
-6.45410000 0.023497
-6.44610000 0.023622
-6.43810000 0.023653
-6.43010000 0.023592
-6.42210000 0.023446
-6.41410000 0.023227
-6.40610000 0.02294
-6.39810000 0.022601
-6.39010000 0.022215
-6.38210000 0.021799
-6.37410000 0.021366
-6.36610000 0.020927
-6.35810000 0.020492
-6.35010000 0.020076
-6.34210000 0.019686
-6.33410000 0.019332
-6.32610000 0.019022
-6.31810000 0.018758
-6.31010000 0.018547
-6.30210000 0.018389
-6.29410000 0.018283
-6.28610000 0.018226
-6.27810000 0.018214
-6.27010000 0.01824
-6.26210000 0.018296
-6.25410000 0.018374
-6.24610000 0.018464
-6.23810000 0.018553
-6.23010000 0.018632
-6.22210000 0.018691
-6.21410000 0.018713
-6.20610000 0.018694
-6.19810000 0.018621
-6.19010000 0.018487
-6.18210000 0.018283
-6.17410000 0.018008
-6.16610000 0.017653
-6.15810000 0.017219
-6.15010000 0.016706
-6.14210000 0.016115
-6.13410000 0.0154479
-6.12610000 0.0147146
-6.11810000 0.0139165
-6.11010000 0.0130658
-6.10210000 0.0121717
-6.09410000 0.0112408
-6.08610000 0.0102871
-6.07810000 0.0093238
-6.07010000 0.0083592
-6.06210000 0.00740991
-6.05410000 0.00648572
-6.04610000 0.0055973
-6.03810000 0.0047588
-6.03010000 0.0039807
-6.02210000 0.0032712
-6.01410000 0.0026396
-6.00610000 0.0020955
-5.99810000 0.00164519
-5.99010000 0.00129443
-5.98210000 0.0010481
-5.97410000 0.0009097
-5.96610000 0.0008814
-5.95810000 0.00096421
-5.95010000 0.00115803
-5.94210000 0.00146148
-5.93410000 0.0018737
-5.92610000 0.0023901
-5.91810000 0.0030071
-5.91010000 0.0037187
-5.90210000 0.0045213
-5.89410000 0.0054077
-5.88610000 0.0063706
-5.87810000 0.00740286
-5.87010000 0.0084989
-5.86210000 0.0096504
-5.85410000 0.010852
-5.84610000 0.012095
-5.83810000 0.013372
-5.83010000 0.014682
-5.82210000 0.016014
-5.81410000 0.017366
-5.80610000 0.018733
-5.79810000 0.020112
-5.79010000 0.021504
-5.78210000 0.022903
-5.77410000 0.024309
-5.76610000 0.025723
-5.75810000 0.027147
-5.75010000 0.028578
-5.74210000 0.030019
-5.73410000 0.031473
-5.72610000 0.032937
-5.71810000 0.034409
-5.71010000 0.03591
-5.70210000 0.037411
-5.69410000 0.038917
-5.68610000 0.040414
-5.67810000 0.041924
-5.67010000 0.043432
-5.66210000 0.044917
-5.65410000 0.046358
-5.64610000 0.047778
-5.63810000 0.049133
-5.63010000 0.050417
-5.62210000 0.051606
-5.61410000 0.052696
-5.60610000 0.053659
-5.59810000 0.054488
-5.59010000 0.055157
-5.58210000 0.055658
-5.57410000 0.055962
-5.56610000 0.056065
-5.55810000 0.055961
-5.55010000 0.055666
-5.54210000 0.055136
-5.53410000 0.054432
-5.52610000 0.053514
-5.51810000 0.052403
-5.51010000 0.051147
-5.50210000 0.04975
-5.49410000 0.048241
-5.48610000 0.046654
-5.47810000 0.045036
-5.47010000 0.043404
-5.46210000 0.041792
-5.45410000 0.040273
-5.44610000 0.038845
-5.43810000 0.037584
-5.43010000 0.036482
-5.42210000 0.035614
-5.41410000 0.034973
-5.40610000 0.034589
-5.39810000 0.03449
-5.39010000 0.034682
-5.38210000 0.035147
-5.37410000 0.035886
-5.36610000 0.036896
-5.35810000 0.038151
-5.35010000 0.03962
-5.34210000 0.041272
-5.33410000 0.043093
-5.32610000 0.045003
-5.31810000 0.046992
-5.31010000 0.049002
-5.30210000 0.050993
-5.29410000 0.052902
-5.28610000 0.054718
-5.27810000 0.056371
-5.27010000 0.05788
-5.26210000 0.059166
-5.25410000 0.060208
-5.24610000 0.061007
-5.23810000 0.061574
-5.23010000 0.061883
-5.22210000 0.061911
-5.21410000 0.061733
-5.20610000 0.06134
-5.19810000 0.060743
-5.19010000 0.059997
-5.18210000 0.05912
-5.17410000 0.058148
-5.16610000 0.05714
-5.15810000 0.056109
-5.15010000 0.055126
-5.14210000 0.054234
-5.13410000 0.053424
-5.12610000 0.052777
-5.11810000 0.052327
-5.11010000 0.052074
-5.10210000 0.052062
-5.09410000 0.052321
-5.08610000 0.052824
-5.07810000 0.053632
-5.07010000 0.054732
-5.06210000 0.0561
-5.05410000 0.057758
-5.04610000 0.059686
-5.03810000 0.061887
-5.03010000 0.064336
-5.02210000 0.067011
-5.01410000 0.069914
-5.00610000 0.072991
-4.99810000 0.076241
-4.99010000 0.079657
-4.98210000 0.083204
-4.97410000 0.086905
-4.96610000 0.090643
-4.95810000 0.094505
-4.95010000 0.098394
-4.94210000 0.10237
-4.93410000 0.10636
-4.92610000 0.11036
-4.91810000 0.11437
-4.91010000 0.11836
-4.90210000 0.12234
-4.89410000 0.12627
-4.88610000 0.13014
-4.87810000 0.13395
-4.87010000 0.13767
-4.86210000 0.14134
-4.85410000 0.14488
-4.84610000 0.14833
-4.83810000 0.15169
-4.83010000 0.15494
-4.82210000 0.1581
-4.81410000 0.16119
-4.80610000 0.164226
-4.79810000 0.167267
-4.79010000 0.170304
-4.78210000 0.173442
-4.77410000 0.176676
-4.76610000 0.180098
-4.75810000 0.183781
-4.75010000 0.187774
-4.74210000 0.192166
-4.73410000 0.197033
-4.72610000 0.202426
-4.71810000 0.208434
-4.71010000 0.215063
-4.70210000 0.222384
-4.69410000 0.230422
-4.68610000 0.239173
-4.67810000 0.248643
-4.67010000 0.25877
-4.66210000 0.26953
-4.65410000 0.28079
-4.64610000 0.29249
-4.63810000 0.30448
-4.63010000 0.31662
-4.62210000 0.32875
-4.61410000 0.34071
-4.60610000 0.3523
-4.59810000 0.36332
-4.59010000 0.37362
-4.58210000 0.38304
-4.57410000 0.39135
-4.56610000 0.39849
-4.55810000 0.40429
-4.55010000 0.4087
-4.54210000 0.41163
-4.53410000 0.41309
-4.52610000 0.41312
-4.51810000 0.41178
-4.51010000 0.40909
-4.50210000 0.4052
-4.49410000 0.40035
-4.48610000 0.39475
-4.47810000 0.38846
-4.47010000 0.38192
-4.46210000 0.37523
-4.45410000 0.36867
-4.44610000 0.36266
-4.43810000 0.35717
-4.43010000 0.35261
-4.42210000 0.34915
-4.41410000 0.347
-4.40610000 0.34622
-4.39810000 0.34716
-4.39010000 0.34963
-4.38210000 0.35397
-4.37410000 0.35999
-4.36610000 0.36783
-4.35810000 0.37726
-4.35010000 0.38843
-4.34210000 0.40115
-4.33410000 0.41535
-4.32610000 0.43082
-4.31810000 0.44745
-4.31010000 0.46507
-4.30210000 0.48363
-4.29410000 0.50284
-4.28610000 0.5228
-4.27810000 0.54323
-4.27010000 0.5639
-4.26210000 0.58488
-4.25410000 0.60605
-4.24610000 0.62738
-4.23810000 0.6487
-4.23010000 0.67014
-4.22210000 0.69128
-4.21410000 0.71268
-4.20610000 0.73374
-4.19810000 0.75478
-4.19010000 0.77568
-4.18210000 0.79638
-4.17410000 0.81698
-4.16610000 0.83732
-4.15810000 0.85736
-4.15010000 0.87704
-4.14210000 0.89634
-4.13410000 0.91532
-4.12610000 0.93378
-4.11810000 0.9515
-4.11010000 0.96858
-4.10210000 0.98494
-4.09410000 1.0005
-4.08610000 1.01504
-4.07810000 1.02874
-4.07010000 1.04136
-4.06210000 1.05286
-4.05410000 1.06324
-4.04610000 1.07256
-4.03810000 1.08076
-4.03010000 1.08778
-4.02210000 1.09379
-4.01410000 1.09865
-4.00610000 1.10267
-3.99810000 1.10569
-3.99010000 1.10798
-3.98210000 1.10944
-3.97410000 1.11008
-3.96610000 1.11029
-3.95810000 1.10998
-3.95010000 1.10909
-3.94210000 1.10783
-3.93410000 1.10656
-3.92610000 1.10484
-3.91810000 1.10291
-3.91010000 1.10086
-3.90210000 1.09857
-3.89410000 1.09633
-3.88610000 1.09425
-3.87810000 1.09225
-3.87010000 1.09025
-3.86210000 1.08839
-3.85410000 1.08688
-3.84610000 1.08579
-3.83810000 1.08513
-3.83010000 1.08525
-3.82210000 1.08607
-3.81410000 1.0878
-3.80610000 1.0907
-3.79810000 1.0949
-3.79010000 1.1003
-3.78210000 1.1074
-3.77410000 1.1164
-3.76610000 1.1269
-3.75810000 1.1395
-3.75010000 1.1541
-3.74210000 1.1707
-3.73410000 1.1894
-3.72610000 1.2097
-3.71810000 1.2323
-3.71010000 1.2563
-3.70210000 1.2819
-3.69410000 1.3086
-3.68610000 1.3363
-3.67810000 1.3645
-3.67010000 1.393
-3.66210000 1.4215
-3.65410000 1.4493
-3.64610000 1.4761
-3.63810000 1.5016
-3.63010000 1.5254
-3.62210000 1.5472
-3.61410000 1.5666
-3.60610000 1.5835
-3.59810000 1.5975
-3.59010000 1.6087
-3.58210000 1.617
-3.57410000 1.6226
-3.56610000 1.6252
-3.55810000 1.6253
-3.55010000 1.6228
-3.54210000 1.6187
-3.53410000 1.6127
-3.52610000 1.6057
-3.51810000 1.5982
-3.51010000 1.5903
-3.50210000 1.5829
-3.49410000 1.5766
-3.48610000 1.5714
-3.47810000 1.5681
-3.47010000 1.5675
-3.46210000 1.5692
-3.45410000 1.5742
-3.44610000 1.5824
-3.43810000 1.5942
-3.43010000 1.6091
-3.42210000 1.6276
-3.41410000 1.6494
-3.40610000 1.6742
-3.39810000 1.7017
-3.39010000 1.7313
-3.38210000 1.7627
-3.37410000 1.795
-3.36610000 1.8279
-3.35810000 1.8606
-3.35010000 1.8926
-3.34210000 1.9228
-3.33410000 1.9509
-3.32610000 1.9761
-3.31810000 1.9979
-3.31010000 2.0156
-3.30210000 2.0289
-3.29410000 2.0377
-3.28610000 2.0412
-3.27810000 2.0398
-3.27010000 2.0333
-3.26210000 2.0218
-3.25410000 2.0055
-3.24610000 1.9852
-3.23810000 1.9608
-3.23010000 1.9329
-3.22210000 1.9026
-3.21410000 1.8701
-3.20610000 1.8362
-3.19810000 1.8018
-3.19010000 1.7677
-3.18210000 1.7345
-3.17410000 1.7028
-3.16610000 1.6736
-3.15810000 1.647
-3.15010000 1.6237
-3.14210000 1.6039
-3.13410000 1.5881
-3.12610000 1.5763
-3.11810000 1.5684
-3.11010000 1.5645
-3.10210000 1.5643
-3.09410000 1.5676
-3.08610000 1.5736
-3.07810000 1.5824
-3.07010000 1.5929
-3.06210000 1.6048
-3.05410000 1.6176
-3.04610000 1.6306
-3.03810000 1.643
-3.03010000 1.6545
-3.02210000 1.6645
-3.01410000 1.6728
-3.00610000 1.6785
-2.99810000 1.682
-2.99010000 1.6826
-2.98210000 1.6806
-2.97410000 1.676
-2.96610000 1.669
-2.95810000 1.6595
-2.95010000 1.6481
-2.94210000 1.635
-2.93410000 1.6208
-2.92610000 1.6061
-2.91810000 1.5912
-2.91010000 1.5765
-2.90210000 1.563
-2.89410000 1.5508
-2.88610000 1.5405
-2.87810000 1.5327
-2.87010000 1.5274
-2.86210000 1.5253
-2.85410000 1.5265
-2.84610000 1.5313
-2.83810000 1.5394
-2.83010000 1.5511
-2.82210000 1.5663
-2.81410000 1.5847
-2.80610000 1.6065
-2.79810000 1.6312
-2.79010000 1.6584
-2.78210000 1.6877
-2.77410000 1.719
-2.76610000 1.7516
-2.75810000 1.7854
-2.75010000 1.8196
-2.74210000 1.8539
-2.73410000 1.8882
-2.72610000 1.9215
-2.71810000 1.9537
-2.71010000 1.9846
-2.70210000 2.0137
-2.69410000 2.0408
-2.68610000 2.0655
-2.67810000 2.0876
-2.67010000 2.1071
-2.66210000 2.1235
-2.65410000 2.1368
-2.64610000 2.1469
-2.63810000 2.1535
-2.63010000 2.1569
-2.62210000 2.1569
-2.61410000 2.1536
-2.60610000 2.1465
-2.59810000 2.1364
-2.59010000 2.1229
-2.58210000 2.1065
-2.57410000 2.087
-2.56610000 2.0647
-2.55810000 2.0398
-2.55010000 2.0126
-2.54210000 1.9836
-2.53410000 1.95284
-2.52610000 1.92074
-2.51810000 1.88806
-2.51010000 1.85497
-2.50210000 1.82194
-2.49410000 1.78965
-2.48610000 1.75846
-2.47810000 1.72905
-2.47010000 1.70178
-2.46210000 1.67751
-2.45410000 1.65631
-2.44610000 1.63892
-2.43810000 1.6255
-2.43010000 1.61679
-2.42210000 1.61293
-2.41410000 1.61405
-2.40610000 1.62057
-2.39810000 1.63209
-2.39010000 1.6489
-2.38210000 1.67099
-2.37410000 1.69771
-2.36610000 1.7291
-2.35810000 1.7646
-2.35010000 1.8036
-2.34210000 1.8457
-2.33410000 1.8904
-2.32610000 1.9365
-2.31810000 1.9839
-2.31010000 2.0311
-2.30210000 2.078
-2.29410000 2.1235
-2.28610000 2.1668
-2.27810000 2.2073
-2.27010000 2.2445
-2.26210000 2.2776
-2.25410000 2.3059
-2.24610000 2.3292
-2.23810000 2.3473
-2.23010000 2.3596
-2.22210000 2.3662
-2.21410000 2.3669
-2.20610000 2.3616
-2.19810000 2.351
-2.19010000 2.3348
-2.18210000 2.3137
-2.17410000 2.2879
-2.16610000 2.2582
-2.15810000 2.2247
-2.15010000 2.1882
-2.14210000 2.1493
-2.13410000 2.109
-2.12610000 2.0673
-2.11810000 2.0254
-2.11010000 1.9839
-2.10210000 1.9432
-2.09410000 1.9042
-2.08610000 1.8672
-2.07810000 1.8328
-2.07010000 1.8014
-2.06210000 1.7732
-2.05410000 1.7487
-2.04610000 1.7284
-2.03810000 1.7118
-2.03010000 1.6995
-2.02210000 1.691
-2.01410000 1.6866
-2.00610000 1.6859
-1.99810000 1.6886
-1.99010000 1.6945
-1.98210000 1.7033
-1.97410000 1.7143
-1.96610000 1.7274
-1.95710000 1.7419
-1.94910000 1.7573
-1.94110000 1.7729
-1.93310000 1.7884
-1.92510000 1.8033
-1.91710000 1.817
-1.90910000 1.8293
-1.90110000 1.8392
-1.89310000 1.847
-1.88510000 1.8519
-1.87710000 1.8539
-1.86910000 1.8528
-1.86110000 1.8483
-1.85310000 1.8407
-1.84510000 1.8296
-1.83710000 1.8156
-1.82910000 1.7987
-1.82110000 1.7791
-1.81310000 1.7571
-1.80510000 1.7333
-1.79710000 1.7079
-1.78910000 1.6815
-1.78110000 1.6547
-1.77310000 1.6277
-1.76510000 1.6012
-1.75710000 1.5757
-1.74910000 1.5518
-1.74110000 1.5299
-1.73310000 1.5104
-1.72510000 1.4936
-1.71710000 1.4797
-1.70910000 1.4693
-1.70110000 1.4622
-1.69310000 1.4585
-1.68510000 1.4583
-1.67710000 1.4614
-1.66910000 1.4677
-1.66110000 1.4767
-1.65310000 1.4881
-1.64510000 1.5016
-1.63710000 1.5168
-1.62910000 1.5331
-1.62110000 1.5499
-1.61310000 1.5669
-1.60510000 1.5835
-1.59710000 1.5993
-1.58910000 1.614
-1.58110000 1.6273
-1.57310000 1.6395
-1.56510000 1.65
-1.55710000 1.6592
-1.54910000 1.6677
-1.54110000 1.6759
-1.53310000 1.6845
-1.52510000 1.6946
-1.51710000 1.7073
-1.50910000 1.7237
-1.50110000 1.7457
-1.49310000 1.7746
-1.48510000 1.8126
-1.47710000 1.8613
-1.46910000 1.9227
-1.46110000 1.9988
-1.45310000 2.0916
-1.44510000 2.2027
-1.43710000 2.3341
-1.42910000 2.487
-1.42110000 2.6627
-1.41310000 2.8625
-1.40510000 3.0866
-1.39710000 3.3357
-1.38910000 3.6082
-1.38110000 3.9056
-1.37310000 4.2253
-1.36510000 4.5655
-1.35710000 4.9247
-1.34910000 5.3005
-1.34110000 5.6902
-1.33310000 6.0902
-1.32510000 6.4934
-1.31710000 6.9
-1.30910000 7.3049
-1.30110000 7.7031
-1.29310000 8.0903
-1.28510000 8.4614
-1.27710000 8.81
-1.26910000 9.1349
-1.26110000 9.4315
-1.25310000 9.6944
-1.24510000 9.9222
-1.23710000 10.1102
-1.22910000 10.2548
-1.22110000 10.3595
-1.21310000 10.4187
-1.20510000 10.433
-1.19710000 10.403
-1.18910000 10.328
-1.18110000 10.212
-1.17310000 10.051
-1.16510000 9.855
-1.15710000 9.623
-1.14910000 9.358
-1.14110000 9.064
-1.13310000 8.746
-1.12510000 8.408
-1.11710000 8.054
-1.10910000 7.684
-1.10110000 7.309
-1.09310000 6.93
-1.08510000 6.55
-1.07710000 6.1727
-1.06910000 5.8014
-1.06110000 5.4415
-1.05310000 5.0917
-1.04510000 4.7565
-1.03710000 4.4387
-1.02910000 4.1368
-1.02110000 3.8531
-1.01310000 3.5882
-1.00510000 3.3417
-0.99710000 3.1144
-0.98910000 2.9052
-0.98110000 2.7135
-0.97310000 2.5383
-0.96510000 2.3788
-0.95710000 2.2336
-0.94910000 2.1014
-0.94110000 1.9811
-0.93310000 1.87096
-0.92510000 1.76996
-0.91710000 1.67672
-0.90910000 1.59018
-0.90110000 1.50928
-0.89310000 1.4329
-0.88510000 1.3604
-0.87710000 1.2911
-0.86910000 1.2244
-0.86110000 1.1598
-0.85310000 1.09732
-0.84510000 1.03657
-0.83710000 0.97745
-0.82910000 0.92011
-0.82110000 0.86485
-0.81310000 0.81152
-0.80510000 0.76045
-0.79710000 0.71193
-0.78910000 0.66654
-0.78110000 0.62397
-0.77310000 0.58502
-0.76510000 0.54977
-0.75710000 0.51866
-0.74910000 0.49154
-0.74110000 0.46879
-0.73310000 0.45051
-0.72510000 0.43681
-0.71710000 0.42774
-0.70910000 0.42315
-0.70110000 0.423
-0.69310000 0.42713
-0.68510000 0.43545
-0.67710000 0.44747
-0.66910000 0.4631
-0.66110000 0.48189
-0.65310000 0.50346
-0.64510000 0.52734
-0.63710000 0.5531
-0.62910000 0.58029
-0.62110000 0.60829
-0.61310000 0.63678
-0.60510000 0.665
-0.59710000 0.69268
-0.58910000 0.7191
-0.58110000 0.74378
-0.57310000 0.76655
-0.56510000 0.78674
-0.55710000 0.8039
-0.54910000 0.81792
-0.54110000 0.82858
-0.53310000 0.8353
-0.52510000 0.83862
-0.51710000 0.83794
-0.50910000 0.83354
-0.50110000 0.82542
-0.49310000 0.81376
-0.48510000 0.79892
-0.47710000 0.78106
-0.46910000 0.7605
-0.46110000 0.73786
-0.45310000 0.71326
-0.44510000 0.68752
-0.43710000 0.66086
-0.42910000 0.63394
-0.42110000 0.60714
-0.41310000 0.58092
-0.40510000 0.55606
-0.39710000 0.53252
-0.38910000 0.51102
-0.38110000 0.49168
-0.37310000 0.47474
-0.36510000 0.46057
-0.35710000 0.44918
-0.34910000 0.44057
-0.34110000 0.43484
-0.33310000 0.43181
-0.32510000 0.43136
-0.31710000 0.4332
-0.30910000 0.43715
-0.30110000 0.44294
-0.29310000 0.45011
-0.28510000 0.45823
-0.27710000 0.46701
-0.26910000 0.47601
-0.26110000 0.48489
-0.25310000 0.49292
-0.24510000 0.50023
-0.23710000 0.50617
-0.22910000 0.5106
-0.22110000 0.51304
-0.21310000 0.51355
-0.20510000 0.51202
-0.19710000 0.50809
-0.18910000 0.50204
-0.18110000 0.49375
-0.17310000 0.48346
-0.16510000 0.47116
-0.15710000 0.45716
-0.14910000 0.44166
-0.14110000 0.42488
-0.13310000 0.4073
-0.12510000 0.38897
-0.11710000 0.37046
-0.10910000 0.35186
-0.10110000 0.33351
-0.09310000 0.31581
-0.08510000 0.29889
-0.07710000 0.28305
-0.06910000 0.26841
-0.06110000 0.25515
-0.05310000 0.24338
-0.04510000 0.23318
-0.03710000 0.22454
-0.02910000 0.21748
-0.02110000 0.21197
-0.01310000 0.20788
-0.00510000 0.20524
0.00290000 0.203796
0.01090000 0.203438
0.01890000 0.204086
0.02690000 0.205586
0.03490000 0.20779
0.04290000 0.210562
0.05090000 0.213786
0.05890000 0.217363
0.06690000 0.221194
0.07490000 0.225206
0.08290000 0.22936
0.09090000 0.23358
0.09890000 0.23791
0.10690000 0.24232
0.11490000 0.24678
0.12290000 0.25138
0.13090000 0.2561
0.13890000 0.26099
0.14690000 0.26607
0.15490000 0.27136
0.16290000 0.2769
0.17090000 0.28267
0.17890000 0.28867
0.18690000 0.29486
0.19490000 0.30123
0.20290000 0.30771
0.21090000 0.31421
0.21890000 0.32068
0.22690000 0.32698
0.23490000 0.33301
0.24290000 0.33865
0.25090000 0.34377
0.25890000 0.34821
0.26690000 0.35189
0.27490000 0.3547
0.28290000 0.35646
0.29090000 0.35706
0.29890000 0.35657
0.30690000 0.35479
0.31490000 0.35181
0.32290000 0.34745
0.33090000 0.34184
0.33890000 0.33505
0.34690000 0.3271
0.35490000 0.31802
0.36290000 0.30819
0.37090000 0.2975
0.37890000 0.28613
0.38690000 0.27446
0.39490000 0.26252
0.40290000 0.25056
0.41090000 0.23883
0.41890000 0.22745
0.42690000 0.21665
0.43490000 0.2066
0.44290000 0.19746
0.45090000 0.189378
0.45890000 0.182497
0.46690000 0.176881
0.47490000 0.172624
0.48290000 0.16973
0.49090000 0.16825
0.49890000 0.16812
0.50690000 0.16932
0.51490000 0.17176
0.52290000 0.17536
0.53090000 0.17996
0.53890000 0.18545
0.54690000 0.19166
0.55490000 0.19845
0.56290000 0.20562
0.57090000 0.21301
0.57890000 0.22046
0.58690000 0.2279
0.59490000 0.23495
0.60290000 0.24161
0.61090000 0.24782
0.61890000 0.25333
0.62690000 0.25813
0.63490000 0.26198
0.64290000 0.26509
0.65090000 0.26732
0.65890000 0.26856
0.66690000 0.2689
0.67490000 0.26829
0.68290000 0.26684
0.69090000 0.26456
0.69890000 0.26149
0.70690000 0.25773
0.71490000 0.25334
0.72290000 0.24841
0.73090000 0.24301
0.73890000 0.23727
0.74690000 0.23124
0.75490000 0.22503
0.76290000 0.21876
0.77090000 0.21252
0.77890000 0.20634
0.78690000 0.2004
0.79490000 0.19472
0.80290000 0.18942
0.81090000 0.18455
0.81890000 0.18017
0.82690000 0.17632
0.83490000 0.17311
0.84290000 0.17053
0.85090000 0.1686
0.85890000 0.16738
0.86690000 0.16686
0.87490000 0.16702
0.88290000 0.16783
0.89090000 0.16929
0.89890000 0.1713
0.90690000 0.17386
0.91490000 0.17687
0.92290000 0.18025
0.93090000 0.18391
0.93890000 0.18774
0.94690000 0.19165
0.95490000 0.19553
0.96290000 0.199275
0.97090000 0.202761
0.97890000 0.205882
0.98690000 0.20856
0.99490000 0.2106862
1.00290000 0.2121785
1.01090000 0.212974
1.01890000 0.21303
1.02690000 0.212303
1.03490000 0.210801
1.04290000 0.208502
1.05090000 0.205447
1.05890000 0.201686
1.06690000 0.197253
1.07490000 0.192262
1.08290000 0.186819
1.09090000 0.18103
1.09890000 0.175042
1.10690000 0.16896149
1.11490000 0.162946
1.12290000 0.157182
1.13090000 0.151754
1.13890000 0.146875
1.14690000 0.142636
1.15490000 0.139207
1.16290000 0.13667
1.17090000 0.13512
1.17890000 0.13465
1.18690000 0.13528
1.19490000 0.13707
1.20290000 0.14
1.21090000 0.14404
1.21890000 0.14914
1.22690000 0.15519
1.23490000 0.16207
1.24290000 0.1697
1.25090000 0.17788
1.25890000 0.18645
1.26690000 0.19518
1.27490000 0.20396
1.28290000 0.2125
1.29090000 0.22062
1.29890000 0.22814
1.30690000 0.23487
1.31490000 0.24062
1.32290000 0.24523
1.33090000 0.2486
1.33890000 0.25059
1.34690000 0.25114
1.35490000 0.2502
1.36290000 0.24776
1.37090000 0.24383
1.37890000 0.23849
1.38690000 0.23177
1.39490000 0.22382
1.40290000 0.21475
1.41090000 0.20473
1.41890000 0.19396
1.42690000 0.18258
1.43490000 0.170788
1.44290000 0.158807
1.45090000 0.146828
1.45890000 0.13502
1.46690000 0.123583
1.47490000 0.112673
1.48290000 0.102421
1.49090000 0.092982
1.49890000 0.084396
1.50690000 0.076796
1.51490000 0.070213
1.52290000 0.064642
1.53090000 0.060117
1.53890000 0.056594
1.54690000 0.054018
1.55490000 0.052332
1.56290000 0.051462
1.57090000 0.051289
1.57890000 0.0517316
1.58690000 0.0526668
1.59490000 0.053995
1.60290000 0.0556024
1.61090000 0.0573847
1.61890000 0.0592558
1.62690000 0.0611284
1.63490000 0.0629302
1.64290000 0.064596
1.65090000 0.0660863
